,A2
0,0.0
1,-0.013436808241242309
2,-0.02276080636289837
3,-0.00028588786048666724
4,0.0017470956210901942
5,-0.00878268976007068
6,-0.007816507816507768
7,-0.0050661042701317886
8,0.0087387403814595
9,-0.001766952120568432
10,0.0013128468858366867
11,-0.015077944155092756
12,-0.005737919384527816
13,0.009889242332605448
14,0.02577934635024999
15,-0.005307959711204345
16,0.0061786199140638496
17,-0.013252110719247518
18,0.0017780425286111658
19,0.0035677925634950277
20,-0.011370063471258553
21,0.004554019387500375
22,0.024881580850448448
23,0.007951383223154597
24,0.0024895430441555042
25,-0.005106382978723325
26,0.007032089666820093
27,0.007000409482570925
28,-0.012635995933640488
29,0.011487706139044093
30,-0.009191479039789228
31,-0.01012048403455395
32,-0.02198481643252399
33,-0.025558701473463816
34,0.002548762459972844
35,-0.004298769072898678
36,0.011540729117825771
37,0.005231829717710704
38,-0.002784917616658331
39,-0.009289144657024986
40,0.004459375779813164
41,-0.002424515671940478
42,-0.03254533380066048
43,0.005181643539153057
44,0.002594064476966536
45,0.012392804605203945
46,-0.008171637084000963
47,0.009515554634357661
48,-0.002291137822905711
49,-0.008072474545514172
50,-0.01598400656334433
51,0.03441831938168751
52,0.008222160459514544
53,-0.0009694240885806102
54,-0.0015590220930445874
55,-0.007065705534188593
56,-0.0017349272397494265
57,-0.0026301481897981174
58,0.00783204662886533
59,0.008141018528791805
60,-0.007208595286899249
61,0.009450302769963916
62,0.023724873825767625
63,0.0005810523304666865
64,0.01569717057830285
65,-0.0013589824783618962
66,-0.0009072212166452832
67,-0.017257263258118445
68,0.0013770150619433243
69,-0.003462439474497551
70,-0.00014383315354196498
71,-0.016736495720348136
72,0.004366213281517971
73,-0.0009695921340131595
74,-0.0019137273485308828
75,-0.01033568138344733
76,-0.015158015158015218
77,0.011007180428764808
78,8.802531422723253e-05
79,-0.0010145182659613162
80,0.00039879989056194957
81,-0.009275354257345776
82,-0.00085153369640492
83,-0.0007445563099977268
84,0.02162228022737619
85,-0.0023852663929727633
86,-0.0011403085270248606
87,-0.013022643472336648
88,0.0008721689489197656
89,-0.01435727766257366
90,0.00029785262441262006
91,0.00951899308525968
92,-0.0023596499852521708
93,0.008231379671214088
94,0.003523536010351918
95,-0.004035287896919182
96,0.010278119295108093
97,-0.006541129831516378
98,0.0006032034744520973
99,-0.0030327481149661777
100,-0.010070142144824035
101,0.010492089819430771
102,-0.007383985864409983
103,-0.00020611602458383294
104,0.012645950859306079
105,-0.00023134545891998685
106,-0.0034061931626226424
107,0.010601789719561034
108,0.007177517185604688
109,-0.010123821776938333
110,-0.004346283075306517
111,-0.015428841239862205
112,0.00461702657846367
113,-0.0012261727031491535
114,0.0050184854576380954
115,-0.005338443319253024
116,0.00736393593235118
117,0.0005490721611109364
118,0.0069107921832707074
119,-0.00025864617203662867
120,0.002915142107402865
121,0.004293209634846935
122,-0.0006834266738221147
123,-0.0011061642263734588
124,0.0019206999067219149
125,-0.014565667035088659
126,-0.002727217725984487
127,0.0024080080266935667
128,0.011056745545877347
129,0.0014826684348177514
130,-0.0018896725487131502
131,-0.006356898386361103
132,0.0032775941439080365
133,0.0009980869999169691
134,0.012186677745464449
135,0.002339581338076394
136,0.017831224435010923
137,0.010473755263698955
138,0.028069632152890035
139,0.003214424028572572
140,-0.004014806744532045
141,0.012161876994500359
142,-0.008871396659929757
143,0.01984201940413832
144,-0.0026393110009176476
145,-0.0025872074619621875
146,-0.015131896310965448
147,0.0015768262397635503
148,0.014679575999622415
149,-0.003508994440568934
150,0.0007848794043401323
151,-0.009729111026325945
152,0.010569575547421843
153,0.005896705978039885
154,8.843743683041759e-05
155,-0.003634036138236591
156,-0.005029288207798394
157,0.0047233926872367925
158,-0.00951229411167856
159,-0.00801157559563951
160,0.0015102685352115293
161,-0.007011514005842804
162,0.01168616524177069
163,0.007283100043194044
164,0.013221133434098071
165,0.00937790702546873
166,0.007215091081184161
167,0.00949625343126362
168,-0.0016494778014585704
169,-0.0052306131963585955
170,-0.003691781469559255
171,0.006152386061193881
172,-0.0004798307058843127
173,-0.01986714207755656
174,0.005257936092633425
175,0.0030524750867227442
176,0.0068710403294778765
177,-0.019087006898371672
178,0.00863417012762092
179,0.017670642561242983
180,-0.002002571810013812
181,9.437949584936138e-05
182,0.004349253241424735
183,0.0013032110466539748
184,0.011175076193701455
185,0.0014444919665264919
186,-0.006112104949314281
187,-0.004799760011999459
188,-0.003417584879529063
189,0.007075240337453382
190,-0.007902202632444
191,-0.0010922925871379777
192,0.00531590306872587
193,-0.00868534368621962
194,-0.006061502677334912
195,-0.0093854397512651
196,-0.0021828593370451757
197,-0.009152092892906336
198,0.020187181013411753
199,0.014371133594024794
200,0.007159232758690911
201,0.01595833012681611
202,0.0016823942623180582
203,0.0002467612584823748
204,-0.003867625349658103
205,0.0010465557530609142
206,-0.0015642021172593233
207,0.025410147273344893
208,-0.0027750386829478906
209,0.013956796854542129
210,-0.005616115205525981
211,0.0005194301773428222
212,-0.005420190694629104
213,-0.010003505901600965
214,-0.0016526194017518839
215,-4.729585924747987e-05
216,0.018272831185211513
217,0.025469718904105418
218,0.013701939409495378
219,0.013948673647209534
220,0.011557021248466703
221,0.019724159463276464
222,0.003912675073518339
223,0.03692801997297694
224,0.014914806733380345
225,0.04609863355293078
226,0.006616521977225494
227,0.04095824173010898
228,-0.04487408081453981
229,0.03689839744311883
230,-0.011963185423165856
231,0.003210797327058287
232,0.007515900827688579
233,0.026783910382534065
234,0.017315493128292007
235,-0.004365291912158565
236,0.011129939956902936
237,0.003343018529958573
238,-0.020492093045179217
239,-0.02843075923631251
240,0.03251310213317903
241,0.0331052760971632
242,0.00279177210781693
243,0.0006048398766011314
244,0.022027157958670114
